Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-02-20 12:57:38.938 +0000,"Aborted",0:01:01,1,0,0,"20190220_125738.938/LogFile.txt","","",0
