Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-08-20 17:04:53.635 +0800,"Success",0:00:00,0,0,0,"20230820_170453.635/LogFile.txt","","",1
2023-08-20 17:05:54.354 +0800,"Success",0:00:00,0,0,0,"20230820_170554.354/LogFile.txt","","",1
2023-08-20 17:06:03.518 +0800,"Success",0:00:00,0,0,0,"20230820_170603.518/LogFile.txt","","",1
2023-08-20 17:07:14.888 +0800,"Success",0:00:00,0,0,0,"20230820_170714.888/LogFile.txt","","",1
