Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-11-11 10:06:37.169 +0800,"Success",0:00:25,0,0,0,"20241111_100637.169/LogFile.txt","","",1
