Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2019-02-12 10:55:50.119 +0000,"Success",0:00:23,0,0,0,"20190212_105550.119/LogFile.txt","","",1
